report,violation,corrected_on_site,repeat_violation
105164,0.0,0,0
105164,2.0,1,0
105164,20.0,1,0
105164,31.0,0,0
105164,35.0,0,0
105164,36.0,1,0
105166,0.0,0,0
105166,14.0,1,0
105166,47.0,1,0
105169,0.0,0,0
105169,2.0,1,0
105169,8.0,1,0
105178,0.0,0,0
105185,0.0,0,0
105185,2.0,1,0
105185,12.0,1,0
105185,26.0,1,0
105185,49.0,0,0
119160,0.0,0,0
119160,13.0,0,0
119160,14.0,0,0
119160,20.0,0,0
119161,0.0,0,0
119161,8.0,0,0
119161,51.0,0,0
119165,0.0,0,0
119165,50.0,0,0
119168,0.0,0,0
119168,2.0,0,0
119168,8.0,0,0
119168,12.0,0,0
119168,14.0,0,0
119168,18.0,0,0
119168,20.0,0,0
119168,33.0,1,0
119168,46.0,0,0
119169,0.0,0,0
119170,0.0,0,0
119170,20.0,1,1
119170,30.0,0,0
119174,0.0,0,0
119179,0.0,0,0
119179,2.0,0,0
119179,8.0,0,0
119179,13.0,0,0
119179,19.0,0,0
119179,33.0,0,0
119179,36.0,0,0
119179,51.0,0,0
119179,53.0,0,0
119183,0.0,0,0
119183,17.0,1,0
119183,19.0,1,0
119183,21.0,1,0
119191,0.0,0,0
119191,14.0,1,0
119191,20.0,1,0
119191,46.0,0,0
119191,53.0,0,0
119194,0.0,0,0
119194,8.0,1,0
119194,14.0,0,0
119194,20.0,0,0
119194,34.0,0,0
119194,47.0,0,0
119194,52.0,0,0
119198,0.0,0,0
119198,2.0,1,0
119198,8.0,1,0
119198,14.0,1,0
119198,38.0,1,0
119198,41.0,0,0
119198,47.0,0,0
119203,0.0,0,0
119203,14.0,1,0
119203,53.0,0,0
119206,0.0,0,0
119206,14.0,1,0
119209,0.0,0,0
119209,12.0,1,0
119209,13.0,1,0
119209,20.0,0,0
119209,31.0,0,0
119209,39.0,0,0
119209,42.0,1,0
119210,0.0,0,0
119210,37.0,0,0
119218,0.0,0,0
119222,0.0,0,0
119222,20.0,1,0
119222,38.0,0,0
119224,0.0,0,0
119224,1.0,0,0
119224,2.0,0,0
119224,13.0,1,0
119224,14.0,0,0
119224,20.0,0,0
119224,21.0,0,0
119224,34.0,0,0
119224,52.0,0,0
119224,53.0,0,0
119226,0.0,0,0
119226,13.0,0,0
119226,14.0,0,0
119226,20.0,0,0
119226,21.0,0,0
119226,31.0,0,0
119226,41.0,0,0
119226,47.0,0,0
119226,53.0,0,0
119237,0.0,0,0
119237,8.0,0,0
119237,34.0,0,0
119237,51.0,0,0
119239,0.0,0,0
119251,0.0,0,0
119251,2.0,1,0
119251,21.0,1,0
119251,37.0,0,0
119251,46.0,0,0
119254,0.0,0,0
119254,21.0,1,0
119254,33.0,0,0
119254,34.0,0,0
119254,46.0,0,0
119259,0.0,0,0
119259,12.0,1,0
119259,46.0,0,0
119261,0.0,0,0
119261,14.0,0,0
119261,20.0,0,0
119261,31.0,0,0
119261,36.0,0,0
119261,41.0,0,0
119261,43.0,0,0
119263,0.0,0,0
119263,8.0,0,0
119263,13.0,0,0
119263,14.0,0,0
119263,21.0,0,0
119263,33.0,0,0
119263,36.0,0,0
119263,46.0,0,0
119263,47.0,0,0
119263,48.0,0,0
119268,0.0,0,0
119268,13.0,1,1
119268,14.0,1,1
119268,31.0,0,0
119272,0.0,0,0
119272,1.0,0,0
119272,2.0,0,0
119272,14.0,0,0
119277,0.0,0,0
119277,8.0,0,0
119277,41.0,0,0
119280,0.0,0,0
119280,2.0,1,0
119280,8.0,0,0
119285,0.0,0,0
119289,0.0,0,0
119289,2.0,0,0
119289,13.0,0,0
119289,46.0,0,0
119289,50.0,0,0
119294,0.0,0,0
119300,0.0,0,0
119300,1.0,0,0
119300,2.0,0,0
119300,34.0,0,0
119303,0.0,0,0
119303,8.0,0,0
119303,34.0,0,0
119303,45.0,0,0
119304,0.0,0,0
119304,2.0,0,0
119304,13.0,0,0
119304,14.0,0,0
119304,18.0,1,0
119304,20.0,1,0
119304,23.0,0,0
119304,43.0,0,0
119304,46.0,0,0
119304,47.0,0,0
119304,53.0,0,0
119313,0.0,0,0
119313,50.0,0,0
119313,51.0,0,0
119313,53.0,0,0
119322,0.0,0,0
119322,22.0,0,0
119322,27.0,0,0
119322,30.0,0,0
119322,41.0,1,1
119323,0.0,0,0
119323,2.0,1,0
119323,8.0,0,0
119323,12.0,1,0
119323,13.0,1,0
119323,14.0,0,0
119323,17.0,1,0
119323,18.0,1,0
119323,20.0,1,0
119323,21.0,0,0
119323,31.0,0,0
119323,34.0,0,0
119323,36.0,0,0
119323,47.0,0,0
119323,50.0,0,0
119323,52.0,0,0
119323,53.0,0,0
119342,0.0,0,0
119342,2.0,0,0
119342,8.0,0,0
119342,14.0,0,0
119342,20.0,0,0
119342,21.0,0,0
119342,33.0,0,0
119342,39.0,0,0
119342,47.0,0,0
119342,53.0,0,0
119344,0.0,0,0
119344,21.0,1,0
119344,36.0,0,0
119344,39.0,0,0
119344,50.0,0,0
119344,53.0,0,0
119345,0.0,0,0
119345,8.0,0,0
119345,13.0,1,0
119345,20.0,0,0
119345,21.0,1,0
119345,33.0,1,0
119345,36.0,0,0
119345,37.0,0,0
119345,39.0,0,0
119345,46.0,0,0
119345,47.0,0,0
119345,50.0,0,0
119345,53.0,0,0
119349,0.0,0,0
119349,2.0,0,0
119349,7.0,1,0
119349,8.0,0,0
119349,12.0,0,0
119349,27.0,0,0
119349,30.0,0,0
119349,34.0,0,0
119349,36.0,0,0
119349,37.0,0,0
119349,41.0,0,0
119351,0.0,0,0
119351,20.0,0,0
119351,31.0,0,0
119356,0.0,0,0
119356,49.0,0,0
119356,51.0,0,0
119359,0.0,0,0
119359,2.0,1,0
119364,0.0,0,0
119364,2.0,0,0
119364,14.0,0,0
119364,34.0,0,0
119364,37.0,0,0
119364,41.0,1,0
119364,46.0,0,0
119364,53.0,0,0
119366,0.0,0,0
119366,2.0,1,0
119366,13.0,1,0
119366,46.0,0,0
119366,53.0,0,0
119370,0.0,0,0
119370,2.0,1,0
119370,14.0,1,0
119370,41.0,0,0
119370,50.0,0,0
119371,0.0,0,0
119371,7.0,1,0
119371,8.0,0,0
119371,12.0,0,0
119371,13.0,1,0
119371,14.0,0,0
119371,18.0,0,0
119371,21.0,0,0
119371,46.0,0,0
119371,49.0,0,0
119371,53.0,0,0
119376,0.0,0,0
119376,1.0,0,0
119376,2.0,0,0
119376,8.0,0,0
119376,36.0,0,0
119376,47.0,0,0
119376,48.0,0,0
119376,49.0,0,0
119376,53.0,0,0
119377,0.0,0,0
119377,53.0,1,0
119389,0.0,0,0
119389,21.0,1,0
119389,46.0,0,0
119389,47.0,0,0
119389,53.0,0,0
119391,0.0,0,0
119391,14.0,1,0
119391,20.0,1,0
119391,43.0,0,0
119391,46.0,1,0
119392,0.0,0,0
119402,0.0,0,0
119402,36.0,0,0
119402,47.0,0,0
119402,48.0,0,0
119402,53.0,0,0
119409,0.0,0,0
119409,14.0,0,0
119409,20.0,0,0
119409,41.0,0,0
119409,42.0,0,0
119409,53.0,0,0
136845,0.0,0,0
153377,0.0,0,0
153377,14.0,0,0
153377,21.0,0,0
153377,46.0,0,0
153377,47.0,0,0
153377,49.0,0,0
153383,0.0,0,0
153383,6.0,1,0
153383,20.0,0,0
153383,21.0,0,0
153385,0.0,0,0
153385,6.0,0,0
153385,14.0,0,0
153385,36.0,0,0
153385,38.0,0,0
153385,39.0,0,0
153385,47.0,0,0
153398,0.0,0,0
153398,6.0,0,0
153398,14.0,1,0
153398,20.0,0,0
153398,48.0,0,0
153398,50.0,0,0
153401,0.0,0,0
153401,4.0,0,0
153401,13.0,0,0
153401,20.0,0,0
153401,46.0,0,0
153404,0.0,0,0
153404,4.0,0,0
153404,14.0,1,0
153404,20.0,0,0
153404,38.0,0,0
153408,0.0,0,0
153408,14.0,1,0
153408,20.0,0,0
153408,36.0,0,0
153408,46.0,0,0
153408,47.0,0,0
153408,50.0,0,0
153408,53.0,0,0
153412,0.0,0,0
153412,1.0,0,0
153412,14.0,0,0
153412,20.0,0,0
153412,21.0,0,0
153412,36.0,0,0
153412,37.0,0,0
153412,48.0,0,0
153412,52.0,0,0
153412,53.0,0,0
153417,0.0,0,0
153417,1.0,0,0
153417,14.0,0,0
153417,20.0,0,0
153417,36.0,0,0
153417,38.0,0,0
153417,46.0,0,0
153417,47.0,0,0
153417,50.0,0,0
153421,0.0,0,0
153421,6.0,1,0
153421,13.0,1,0
153421,33.0,1,0
153422,0.0,0,0
153422,34.0,1,0
153422,39.0,1,0
153424,0.0,0,0
153424,14.0,0,0
153424,36.0,0,0
153424,38.0,0,0
153424,39.0,0,0
153424,46.0,0,0
153426,0.0,0,0
153426,12.0,1,0
153426,13.0,1,0
153426,21.0,1,0
153426,38.0,1,0
153427,0.0,0,0
153430,0.0,0,0
153430,1.0,0,0
153430,6.0,1,0
153430,14.0,1,0
153431,0.0,0,0
153434,0.0,0,0
153434,7.0,0,0
153434,20.0,0,0
153434,35.0,0,0
153435,0.0,0,0
183118,0.0,0,0
183118,1.0,1,0
183118,2.0,0,0
183118,3.0,0,0
183118,13.0,1,0
183118,20.0,0,0
183118,31.0,0,0
183118,34.0,0,0
183118,35.0,0,0
183118,36.0,0,0
183118,37.0,1,0
183118,43.0,0,0
183118,45.0,0,0
183118,47.0,0,0
183118,49.0,0,0
183118,51.0,0,0
183118,54.0,0,0
183120,0.0,0,0
183120,2.0,1,0
183120,4.0,1,0
183120,8.0,0,0
183120,12.0,0,0
183120,13.0,1,0
183120,14.0,1,0
183120,21.0,0,0
183120,33.0,1,0
183120,36.0,0,0
183120,37.0,1,0
183120,49.0,0,0
183120,51.0,0,0
183123,0.0,0,0
183124,0.0,0,0
183126,0.0,0,0
183126,50.0,0,0
183135,0.0,0,0
183137,0.0,0,0
183137,1.0,0,0
183137,8.0,1,0
183137,45.0,0,0
183137,49.0,0,0
183137,53.0,0,0
183148,0.0,0,0
183148,1.0,0,0
183148,14.0,0,0
183148,20.0,1,0
183148,37.0,1,0
183148,45.0,0,0
183153,0.0,0,0
183153,3.0,0,1
183153,14.0,0,1
183153,33.0,1,0
183153,36.0,0,1
183153,53.0,0,1
183160,0.0,0,0
183160,8.0,1,0
183160,14.0,1,0
183168,0.0,0,0
183168,21.0,1,0
183168,45.0,0,1
183168,53.0,0,1
183172,0.0,0,0
183172,1.0,0,0
183172,2.0,1,0
183172,8.0,0,0
183172,12.0,0,0
183172,14.0,0,0
183172,41.0,0,0
183172,49.0,0,0
183181,0.0,0,0
183181,1.0,0,0
183181,7.0,1,0
183181,8.0,0,0
183181,12.0,1,0
183181,14.0,1,0
183181,20.0,0,0
183181,27.0,0,0
183181,30.0,0,0
183181,38.0,1,0
183181,39.0,0,0
183181,46.0,0,0
183181,47.0,0,0
183181,51.0,0,0
183200,0.0,0,0
183210,0.0,0,0
183220,0.0,0,0
183220,22.0,0,0
183220,43.0,1,0
183240,0.0,0,0
183240,1.0,0,0
183240,8.0,0,0
183240,13.0,1,0
183240,34.0,0,0
183240,45.0,0,0
183240,49.0,0,0
183240,53.0,0,0
183240,54.0,0,0
183241,0.0,0,0
183241,6.0,0,0
183241,14.0,0,0
183241,19.0,0,0
183241,20.0,0,0
183241,33.0,0,0
183241,39.0,0,0
183241,46.0,0,0
183241,48.0,0,0
183241,53.0,0,0
183245,0.0,0,0
183245,1.0,1,0
183245,14.0,0,0
183245,20.0,0,0
183245,35.0,1,0
183245,45.0,0,0
183245,46.0,0,0
183245,49.0,0,0
183245,54.0,0,0
183251,0.0,0,0
183255,0.0,0,0
183255,6.0,1,0
183255,14.0,0,0
183255,20.0,0,0
183255,21.0,0,0
183255,36.0,0,0
183255,37.0,0,0
183255,38.0,0,0
183255,39.0,0,0
183255,47.0,0,0
183261,0.0,0,0
183261,1.0,0,0
183261,8.0,0,0
183261,36.0,0,0
183261,48.0,0,0
183277,0.0,0,0
183277,13.0,0,0
183277,14.0,0,0
183277,21.0,0,0
183277,35.0,0,0
183277,37.0,0,0
183277,43.0,0,0
183277,53.0,0,0
183277,54.0,0,0
183279,0.0,0,0
183279,13.0,1,0
183279,20.0,1,0
183279,43.0,0,0
183279,47.0,1,0
183280,0.0,0,0
183280,1.0,0,0
183282,0.0,0,0
183282,49.0,0,0
183282,53.0,1,0
183294,0.0,0,0
183294,1.0,0,0
183295,0.0,0,0
183295,2.0,0,0
183295,3.0,0,0
183295,8.0,1,0
183295,13.0,1,0
183295,14.0,0,0
183295,23.0,1,0
183295,34.0,0,0
183295,35.0,1,0
183295,36.0,0,0
183295,41.0,1,0
183295,43.0,0,0
183295,45.0,0,0
183295,46.0,0,0
183295,51.0,0,0
183295,54.0,0,0
183297,0.0,0,0
183298,0.0,0,0
183305,0.0,0,0
183306,0.0,0,0
183306,8.0,1,0
183306,19.0,1,0
183307,0.0,0,0
183307,36.0,0,0
183320,0.0,0,0
183326,0.0,0,0
183335,0.0,0,0
183335,12.0,0,0
183335,13.0,0,0
183335,14.0,0,0
183335,46.0,0,0
183338,0.0,0,0
183345,0.0,0,0
183348,0.0,0,0
183356,0.0,0,0
183363,0.0,0,0
183365,0.0,0,0
183373,0.0,0,0
183373,1.0,1,0
183373,2.0,0,0
183373,38.0,1,0
183385,0.0,0,0
183385,14.0,0,0
183385,20.0,0,0
183385,36.0,0,0
183385,53.0,0,0
183390,0.0,0,0
183390,2.0,1,0
183390,13.0,1,0
183390,14.0,1,0
183390,33.0,0,0
183411,0.0,0,0
183414,0.0,0,0
183414,13.0,1,0
183414,20.0,1,0
183414,39.0,1,0
183414,45.0,0,0
183429,0.0,0,0
183437,0.0,0,0
183437,8.0,0,0
183437,13.0,0,0
183437,14.0,0,0
183437,21.0,0,0
183437,39.0,0,0
183437,41.0,0,0
183437,46.0,0,0
183437,47.0,0,0
183437,53.0,0,0
183439,0.0,0,0
183439,2.0,0,0
183439,8.0,1,0
183439,14.0,1,0
183439,46.0,0,0
183439,49.0,0,0
183441,0.0,0,0
183441,2.0,0,0
183441,14.0,0,0
183441,20.0,0,0
183451,0.0,0,0
183451,14.0,0,0
183451,47.0,0,0
183451,51.0,0,0
183451,53.0,0,0
183454,0.0,0,0
183468,0.0,0,0
183468,2.0,1,0
183468,6.0,1,0
183468,8.0,0,0
183468,14.0,1,0
183468,20.0,1,0
183468,31.0,1,0
183468,35.0,1,0
183468,39.0,1,0
183468,45.0,1,0
183468,46.0,0,0
183468,48.0,1,0
183468,49.0,0,0
183468,53.0,0,0
183469,0.0,0,0
183469,2.0,1,0
183472,0.0,0,0
183474,0.0,0,0
183474,1.0,1,0
183474,14.0,1,0
183474,21.0,0,0
183474,37.0,0,0
183474,43.0,0,0
183474,53.0,0,0
183482,0.0,0,0
183482,35.0,1,0
183482,38.0,1,0
183482,39.0,1,0
183482,53.0,1,0
183493,0.0,0,0
183493,35.0,0,0
183493,38.0,1,0
183493,47.0,1,0
183493,53.0,0,0
183493,54.0,0,0
183499,0.0,0,0
183499,8.0,0,0
183499,14.0,0,0
183499,20.0,0,0
183499,36.0,0,0
183499,46.0,0,0
183499,53.0,0,0
183511,0.0,0,0
183518,0.0,0,0
183518,8.0,1,0
183518,20.0,0,0
183518,21.0,0,0
183518,41.0,0,0
183531,0.0,0,0
183531,14.0,0,1
183531,20.0,0,1
183531,53.0,0,1
183547,0.0,0,0
183560,0.0,0,0
183560,36.0,0,0
183560,38.0,1,0
183560,39.0,1,0
183566,0.0,0,0
183566,49.0,0,0
183579,0.0,0,0
183579,8.0,0,0
183579,14.0,0,0
183579,47.0,0,0
183579,49.0,0,0
183580,0.0,0,0
183580,2.0,0,0
183580,8.0,0,0
183580,13.0,0,0
183580,14.0,0,0
183582,0.0,0,0
183582,6.0,1,0
183582,13.0,1,0
183582,21.0,1,0
183583,0.0,0,0
183583,2.0,1,0
183583,8.0,1,0
183583,34.0,1,0
183589,0.0,0,0
183589,13.0,0,0
183589,46.0,0,0
183589,48.0,0,0
183596,0.0,0,0
183596,7.0,0,0
183596,13.0,1,0
183596,14.0,1,0
183596,38.0,0,0
183604,0.0,0,0
183604,49.0,0,0
183609,0.0,0,0
183609,8.0,1,0
183609,14.0,1,0
183609,35.0,1,0
183609,53.0,0,0
183610,0.0,0,0
183610,8.0,0,0
183610,13.0,1,0
183610,14.0,0,0
183610,20.0,0,0
183610,21.0,0,0
183610,45.0,0,0
183610,49.0,0,0
183611,0.0,0,0
183611,2.0,1,0
183611,31.0,0,0
183611,34.0,0,0
183611,36.0,0,0
183611,37.0,0,0
183611,40.0,0,0
183611,42.0,0,0
183611,47.0,0,0
183611,51.0,0,0
183611,52.0,0,0
183611,53.0,0,0
183614,0.0,0,0
183614,8.0,0,0
183614,14.0,0,0
183614,20.0,0,0
183614,21.0,0,0
183614,45.0,0,0
183614,48.0,0,0
183614,49.0,0,0
183616,0.0,0,0
183618,0.0,0,0
183618,2.0,1,0
183618,51.0,0,0
183619,0.0,0,0
183619,1.0,0,0
183619,2.0,0,0
183619,3.0,0,0
183619,8.0,1,0
183619,12.0,0,0
183619,13.0,1,0
183619,14.0,0,0
183619,20.0,0,0
183619,26.0,1,0
183619,31.0,0,0
183619,34.0,0,0
183619,35.0,1,0
183619,36.0,0,0
183619,37.0,1,0
183619,38.0,1,0
183619,39.0,1,0
183619,45.0,0,0
183619,46.0,0,0
183619,52.0,0,0
183619,53.0,0,0
183619,54.0,0,0
183623,0.0,0,0
183624,0.0,0,0
183625,0.0,0,0
183628,0.0,0,0
183631,0.0,0,0
183631,1.0,0,0
183631,2.0,1,0
183631,6.0,1,0
183631,26.0,1,0
183631,38.0,1,0
183631,40.0,1,0
183636,0.0,0,0
183636,14.0,0,0
183636,20.0,0,0
183636,21.0,0,0
183636,36.0,0,0
183636,47.0,0,0
183636,48.0,0,0
183636,49.0,0,0
183637,0.0,0,0
183637,20.0,1,0
183637,21.0,1,0
183637,48.0,0,0
183650,0.0,0,0
183650,8.0,0,0
183650,14.0,0,0
183650,34.0,0,0
183650,47.0,0,0
183650,51.0,0,0
183650,53.0,0,0
183654,0.0,0,0
183664,0.0,0,0
183664,18.0,1,1
183682,0.0,0,0
183682,2.0,1,0
183682,14.0,0,0
183682,22.0,0,0
183682,34.0,0,0
183682,51.0,0,0
183682,54.0,0,0
183689,0.0,0,0
183689,1.0,0,0
183689,8.0,0,0
183689,14.0,0,0
183689,34.0,0,0
183689,35.0,0,0
183689,38.0,0,0
183689,47.0,0,0
183689,49.0,0,0
183689,51.0,0,0
183689,53.0,0,0
183689,54.0,0,0
183697,0.0,0,0
183697,1.0,0,0
183697,45.0,0,1
183700,0.0,0,0
183700,1.0,0,0
183700,34.0,0,0
183700,35.0,1,0
183700,38.0,0,0
183701,0.0,0,0
183702,0.0,0,0
183704,0.0,0,0
183704,4.0,1,0
183704,13.0,1,0
183704,14.0,0,1
183704,34.0,0,1
183704,42.0,1,0
183704,53.0,0,1
183705,0.0,0,0
183707,0.0,0,0
183707,8.0,0,0
183707,13.0,1,0
183707,47.0,0,0
183707,50.0,0,0
183721,0.0,0,0
183721,20.0,1,0
183721,36.0,0,0
183721,53.0,0,0
183724,0.0,0,0
183725,0.0,0,0
183725,14.0,1,0
183737,0.0,0,0
183738,0.0,0,0
183738,12.0,1,0
183738,14.0,1,0
183738,38.0,0,0
183744,0.0,0,0
183744,1.0,0,0
183744,14.0,1,0
183744,47.0,0,0
183744,51.0,0,0
183744,53.0,0,0
183754,0.0,0,0
183755,0.0,0,0
183770,0.0,0,0
183770,46.0,0,0
183770,49.0,0,0
183770,53.0,0,0
183772,0.0,0,0
183773,0.0,0,0
183773,3.0,0,1
183773,23.0,0,1
183773,34.0,1,0
183773,46.0,1,0
183776,0.0,0,0
183776,8.0,0,0
183776,14.0,0,0
183776,21.0,0,0
183776,35.0,0,0
183776,37.0,0,0
183776,47.0,0,0
183776,53.0,0,0
183778,0.0,0,0
183785,0.0,0,0
183785,2.0,1,0
183785,3.0,1,0
183785,31.0,0,0
183785,34.0,0,0
183785,36.0,0,0
183785,46.0,0,0
183785,50.0,0,0
183785,52.0,0,0
183785,53.0,0,0
183792,0.0,0,0
183814,0.0,0,0
183820,0.0,0,0
183820,20.0,1,0
183820,21.0,0,0
183820,43.0,0,0
183820,54.0,0,0
183825,0.0,0,0
183825,1.0,0,0
183825,2.0,0,0
183825,8.0,0,0
183825,14.0,0,0
183825,53.0,0,0
183826,0.0,0,0
183826,20.0,0,1
183826,53.0,0,1
183830,0.0,0,0
183830,2.0,1,0
183830,8.0,1,0
183830,37.0,0,0
183830,38.0,0,0
183830,51.0,0,0
183832,0.0,0,0
183832,2.0,1,0
183832,14.0,1,0
183848,0.0,0,0
183848,2.0,1,0
183848,53.0,1,0
183882,0.0,0,0
183882,1.0,0,0
183882,2.0,0,0
183882,3.0,0,0
183882,14.0,0,0
183882,20.0,1,0
183887,0.0,0,0
183887,8.0,1,0
183887,20.0,1,0
183887,38.0,1,0
183887,43.0,0,0
183887,45.0,0,0
183893,0.0,0,0
183894,0.0,0,0
183897,0.0,0,0
183897,1.0,1,0
183897,2.0,0,0
183897,3.0,0,0
183897,14.0,0,0
183897,34.0,0,0
183897,38.0,1,0
183897,46.0,1,0
183897,52.0,0,0
183897,53.0,0,0
183903,0.0,0,0
183904,0.0,0,0
183908,0.0,0,0
183911,0.0,0,0
183911,13.0,1,0
183911,21.0,1,0
183911,39.0,1,0
183911,43.0,0,0
183919,0.0,0,0
183919,20.0,1,0
183919,21.0,1,0
183928,0.0,0,0
183934,0.0,0,0
183934,1.0,0,0
183934,8.0,0,0
183934,20.0,1,0
183934,34.0,1,0
183934,35.0,0,0
183934,39.0,1,0
183934,43.0,1,0
183934,45.0,0,0
183939,0.0,0,0
183939,36.0,0,0
183939,39.0,1,0
183939,47.0,1,0
183954,0.0,0,0
183963,0.0,0,0
183963,2.0,0,0
183963,38.0,1,0
183963,39.0,1,0
183963,53.0,1,0
183970,0.0,0,0
183975,0.0,0,0
183976,0.0,0,0
183983,0.0,0,0
183983,3.0,1,0
183983,8.0,1,0
183985,0.0,0,0
183986,0.0,0,0
183986,1.0,0,0
183986,53.0,1,0
183997,0.0,0,0
183997,13.0,0,0
183997,14.0,0,0
183997,20.0,0,0
183997,36.0,0,0
183997,38.0,1,0
183997,46.0,0,0
184001,0.0,0,0
184001,1.0,0,0
184001,20.0,0,0
184001,21.0,0,0
184001,46.0,0,0
184001,47.0,0,0
184007,0.0,0,0
184008,0.0,0,0
184010,0.0,0,0
184010,1.0,0,0
184010,2.0,0,0
184010,8.0,0,0
184010,12.0,0,0
184010,21.0,0,0
184011,0.0,0,0
184013,0.0,0,0
184013,49.0,0,0
184016,0.0,0,0
184016,1.0,0,0
184016,19.0,1,0
184016,20.0,1,0
184016,21.0,1,0
184016,53.0,0,0
184016,54.0,0,0
184029,0.0,0,0
184029,1.0,0,0
184029,2.0,1,0
184029,6.0,1,0
184029,26.0,1,0
184029,35.0,1,0
184029,47.0,0,0
184029,48.0,0,0
184029,49.0,0,0
184029,53.0,1,0
184031,0.0,0,0
184031,49.0,1,0
184043,0.0,0,0
184043,8.0,0,0
184043,20.0,0,0
184043,21.0,0,0
184043,47.0,0,0
184043,53.0,0,0
184044,0.0,0,0
184044,41.0,1,0
184044,50.0,0,0
184051,0.0,0,0
184051,14.0,0,0
184051,20.0,0,0
184051,21.0,0,0
184051,46.0,0,0
184051,49.0,0,0
184052,0.0,0,0
184052,2.0,1,0
184052,35.0,1,0
184052,36.0,1,0
184052,37.0,0,0
184053,0.0,0,0
184054,0.0,0,0
184054,2.0,0,0
184054,13.0,1,0
184054,14.0,0,0
184054,34.0,0,0
184054,36.0,0,0
184054,37.0,0,0
184054,53.0,0,0
184055,0.0,0,0
184055,8.0,1,0
184055,12.0,0,0
184055,13.0,1,0
184055,20.0,0,0
184065,0.0,0,0
184065,1.0,1,0
184065,2.0,1,0
184065,8.0,1,0
184065,34.0,0,0
184065,36.0,0,0
184065,42.0,1,0
184065,47.0,0,0
184066,0.0,0,0
184066,2.0,1,0
184066,8.0,1,0
184066,31.0,0,0
184066,38.0,1,0
184068,0.0,0,0
184068,13.0,1,0
184068,19.0,0,0
184068,20.0,0,0
184068,21.0,0,0
184068,34.0,0,0
184083,0.0,0,0
184083,49.0,0,0
184084,0.0,0,0
184084,2.0,0,0
184084,8.0,0,0
184084,14.0,0,0
184084,46.0,0,0
184084,54.0,0,0
192115,0.0,0,0
192115,7.0,1,0
192115,8.0,1,0
192115,13.0,1,0
192115,34.0,0,0
192115,51.0,0,0
192117,0.0,0,0
192117,1.0,0,0
192117,8.0,1,0
192117,14.0,0,0
192117,41.0,1,0
192117,50.0,0,0
192118,0.0,0,0
192118,1.0,0,0
192118,2.0,1,0
192118,4.0,1,0
192118,8.0,1,0
192118,14.0,0,0
192118,18.0,0,0
192118,20.0,0,0
192118,21.0,0,0
192118,34.0,0,0
192118,38.0,1,0
192118,41.0,1,0
192118,43.0,0,0
192118,46.0,0,0
192118,47.0,0,0
192118,53.0,0,0
192120,0.0,0,0
192120,2.0,1,0
192120,7.0,0,0
192120,8.0,0,0
192120,13.0,1,0
192120,20.0,0,0
192120,21.0,0,0
192120,26.0,1,0
192120,36.0,0,0
192120,37.0,0,0
192120,49.0,0,0
192137,0.0,0,0
192137,2.0,1,0
192137,20.0,1,0
192137,22.0,0,0
192137,31.0,1,0
192137,34.0,0,0
192137,35.0,0,0
192137,36.0,0,0
192140,0.0,0,0
192140,2.0,1,0
192140,6.0,0,0
192140,8.0,1,0
192140,13.0,1,0
192140,14.0,0,0
192140,21.0,0,0
192140,26.0,1,0
192140,37.0,0,0
192140,46.0,0,0
192140,49.0,0,0
192140,50.0,0,0
192140,52.0,0,0
192142,0.0,0,0
192142,12.0,1,0
192142,13.0,1,0
192142,21.0,1,0
192142,27.0,0,0
192142,30.0,0,0
192142,34.0,0,0
192142,35.0,0,0
192142,36.0,0,0
192142,37.0,1,0
192142,43.0,1,0
192142,45.0,0,0
192142,47.0,0,0
192142,49.0,0,0
192142,53.0,0,0
192142,54.0,0,0
192143,0.0,0,0
192143,7.0,0,1
192143,8.0,1,0
192143,19.0,0,0
192143,20.0,0,1
192143,36.0,0,1
192143,39.0,0,0
192143,49.0,0,1
192146,0.0,0,0
192156,0.0,0,0
192156,1.0,0,0
192156,8.0,1,0
192156,20.0,1,0
192156,43.0,0,0
192156,46.0,0,0
192162,0.0,0,0
192162,49.0,0,1
192162,50.0,0,1
192165,0.0,0,0
192166,0.0,0,0
192166,8.0,0,0
192166,14.0,0,0
192166,20.0,0,0
192166,27.0,0,0
192166,30.0,0,0
192166,34.0,0,0
192166,36.0,0,0
192166,37.0,0,0
192166,43.0,0,0
192166,45.0,0,0
192166,46.0,0,0
192166,47.0,0,0
192166,48.0,0,0
192166,49.0,0,0
192166,53.0,0,0
192172,0.0,0,0
192172,1.0,1,0
192172,8.0,0,0
192172,13.0,1,0
192172,14.0,0,0
192172,34.0,0,0
192172,35.0,0,0
192172,36.0,0,0
192172,37.0,0,0
192172,43.0,0,0
192172,45.0,0,0
192172,48.0,0,0
192178,0.0,0,0
192178,8.0,0,0
192178,14.0,0,0
192178,18.0,1,0
192178,27.0,0,0
192178,30.0,0,0
192178,31.0,1,0
192178,41.0,1,0
192178,46.0,0,0
192185,0.0,0,0
198088,0.0,0,0
198090,0.0,0,0
198090,1.0,1,0
198090,45.0,0,0
198090,48.0,1,0
198090,50.0,0,0
198091,0.0,0,0
198091,1.0,0,0
198091,2.0,0,0
198091,3.0,0,0
198091,14.0,0,0
198091,35.0,0,0
198091,46.0,0,0
198125,0.0,0,0
198130,0.0,0,0
198130,36.0,0,0
198130,45.0,0,0
198130,46.0,0,0
198130,47.0,0,0
198130,49.0,0,0
198130,52.0,0,0
198130,53.0,0,0
