license_number,report_id
0931353001193,198563
0931339900136,198573
0931312000197,198584
0931312000249,198591
08063660077360,198613
2644369011470,198614
5213040006372,198619
0931341004227,198620
0931368005625,198630
0931369005002,198642
0931339604774,198647
0931313000034,198656
0931312000114,198660
0931371100350,198661
0931312000034,198666
0931312000197,198670
5213040006372,198671
0931313000321,198678
0931312000088,198680
0931339902695,198695
0931367003020,198699
0931370104892,198704
0931370100055,198712
0931364003090,198727
0931369001478,198730
0931371100613,198731
0931368005625,198744
0931339804963,198746
0931312000088,198747
0931369008888,198759
9313039308744,198760
0931369008871,198761
0931313000325,198763
0931315000063,198768
0931367003548,198769
0931339804963,198774
0931313000045,198787
0931312000237,198800
0931369002251,198816
0931339405634,198821
0931312000256,198828
0931350000798,198836
0931368005681,198843
0931350005359,198849
0931313000331,198850
0931365004593,198852
0434669008895,198863
0931370108977,198864
0931369008982,198866
0931369006257,198873
0931312000097,198887
0931368001121,198888
0931340000365,198897
0931369008897,198899
0931369004184,198900
1343166002080,198904
0931350005359,198914
0931367005608,198916
0931369008871,198917
0931353001851,198919
0931371100613,198920
2633768006608,198921
0931320000266,198923
0931314000168,198928
9313111003467,198930
0931320000267,198936
0931339701254,198945
0931340001111,198956
0931368005681,198958
0434669008985,198961
0931350005946,198971
0931367001431,198974
0931365004593,198975
0931365002113,198984
0931339401355,198994
0931367004436,198995
0931366006130,198997
0931369008884,198999
9313111003467,199000
0931312000141,199003
0931313000334,199006
0931313000335,199017
0931340000365,199019
0434669008895,199022
0931350005946,199030
1343166002080,199034
5301940006029,199036
0931371101967,199040
0931368005695,199043
0930366005118,199045
0931370100129,199053
0931368005695,199056
0931366006130,199058
0931339401355,199059
0931313000041,199061
0930570105261,199073
0931371100350,199078
0931365005982,199079
0931371100613,199086
0931340004741,199090
0931315000242,199094
0931370109047,199097
0931367004436,199104
0931367001431,199106
9313050006357,199114
4223241005868,199122
9313068005528,199125
0931312000237,199129
0931312000256,199130
0931369008982,199131
0931314000056,199138
0931368005695,199140
0930366005118,199144
0931369003180,199146
0931367005913,199154
0931350002707,199159
0931368006270,199174
0931369008978,199177
9313013000004,199180
0931368005695,199190
0931367000761,199193
0931313000041,199224
0931314000011,199226
0931369003180,199231
0931339802700,199234
0931365002113,199235
0931311003431,199236
0931311003484,199242
0931350004124,199247
0931315000242,199248
0931311003533,199249
0931311003453,199257
0931311003520,199276
0931314000011,199284
0931369004184,199293
0931369008980,199295
0931367000761,199300
0931314000016,199320
0931367000193,199333
0931339008253,199336
0931311003484,199342
0931311003533,199344
0931311003431,199345
0931314000015,199347
0931314000056,199354
0931339902695,199355
0931369006257,199357
0931340001111,199358
0931314000017,199360
0931367005913,199363
0931368005695,199374
0931339802700,199381
0931311003453,199383
0931311003520,199384
0931339405634,199388
0931368004070,199390
4223241005868,199391
0931313000265,199393
9313067005272,199394
0931365005982,199407
2718970103342,199412
0931370109047,199420
0931353005291,199424
0931367000193,199434
93131030000098,199435
0931366002880,199447
0931366002881,199448
0931369008980,199451
09313068000480,199454
0931314000018,199463
0931369006566,199472
0931313000113,199479
9313067005272,199481
0931354000096,199483
0931367005737,199503
0931369003168,199506
0931367001847,199512
0085768003777,199519
0931312000243,199523
93131030000098,199528
0931366002067,199538
2281739903000,199541
0931366002880,199550
5213540004389,199551
0931353005291,199552
0931367004101,199557
0931312000127,199559
0931366002881,199583
0931350004811,199591
0931350006906,199598
0931313000113,199604
0931370107843,199613
0931314000111,199619
0931313000182,199621
0085768003777,199622
0931369002816,199626
0931341002787,199628
0931368003533,199629
0931350004915,199630
0931320000361,199631
0931369002931,199632
0931314000022,199649
0931368004070,199656
0931314000027,199657
0931313000314,199661
0931314000037,199662
0931312000197,199665
0931312000360,199668
0931339405634,199669
09313068000480,199671
1234568007940,199674
0931369010877,199679
0931315000043,199682
2731970106714,199688
0931369001939,199690
0931312000111,199698
0931365002541,199705
09313701004295,199708
2647969008511,199709
0931339605627,199710
0930568001828,199730
0931364004363,199731
0931370107843,199737
0931369003001,199742
0931314000030,199744
0931313000314,199746
0931341002787,199749
0931314000024,199753
0931312000187,199756
0931364003090,199762
0931341002364,199763
0931366006900,199764
0931367001847,199771
0931339605627,199772
09313701004295,199774
0931370107672,199776
09313068000480,199780
0931339902018,199781
0931368003280,199785
1234568007940,199791
0931369003168,199793
0931365001915,199794
0931339605394,199802
0931341000946,199803
0931369001939,199804
0931368004070,199820
0931369008986,199821
0931368003280,199822
0931369008986,199823
0931313000204,199829
0931313000168,199832
0931312000226,199835
0931353005291,199842
0931339708125,199850
0931370109577,199852
0931368006948,199854
0931366006900,199857
0931369007348,199871
0931368003280,199873
0931312000023,199883
0931370109577,199887
0931339708125,199888
0931312000194,199893
2745371102555,199895
09313120000021,199896
931366000615,199904
0432339501861,199905
0931368006948,199910
0931339802042,199914
0931370100698,199915
0931315000011,199917
0931339802039,199919
0931370107672,199925
0931339605394,199933
0931313000204,199934
2745371102555,199937
0931312000023,199939
0931369003168,199943
0931369001939,199946
0931312000187,199963
0931311000149,199968
0931313000168,199974
0930568001733,199982
0930514000011,199983
0931364004363,199989
0931366005929,199990
0930514000011,199993
1234568007940,199994
0931339902018,200001
0931368002225,200007
0931312000194,200013
09313120000021,200028
0931314000043,200030
0931312000226,200039
0931369008979,200061
0931370101803,200097
0931312000350,200098
0931371103216,200104
0931339500509,200110
0931313000185,200116
0931313000185,200117
0931364000619,200122
0931370100698,200124
0931367002959,200128
0931312000023,200130
0931368002234,200138
0931311003512,200141
0931314000046,200142
0931369003168,200181
0931353001355,200204
0931312000253,200213
0931369002042,200216
0931365005028,200220
0931313000207,200225
0931314000058,200228
0931341000816,200240
0931313000019,200261
0931314000050,200274
0930568001733,200278
0931341002787,200288
0931311003471,200296
0931370109454,200312
0931368003564,200343
0931369011277,200345
0931311003535,200352
0931371100349,200358
0931339208992,200360
0931313000114,200381
0931368005625,200382
0931312000146,200388
0931366002074,200391
0931369008977,200397
0931369005382,200407
0931371100349,200409
0931341000699,200410
0931369002042,200413
0931369002042,200414
0931314000168,200432
0931314000053,200445
0931313000131,200453
0931313000197,200483
0931366005043,200485
0931312000153,200498
9313014000164,200504
0931339101633,200505
0931339101633,200506
09313120000247,200529
0931364001142,200554
0931312000210,200558
0931311003532,200563
09313150000109,200565
0931313000273,200567
0931370109833,200569
1234511111111,200570
0931369008884,200572
0931313000314,200573
0931368005625,200576
0931314000168,200577
0931366005516,200578
0931350006342,200579
0931370105047,200595
0931350005359,200609
0931313000114,200626
0931367006784,200627
0931313000110,200629
0931368003280,200630
0931311003532,200639
0931371102953,200651
0931367004467,200658
0931371101720,200663
0931370101803,200668
0931369008978,200679
0931370110220,200686
09313xxxx13000096,200696
0931312000153,200700
0931370104337,200706
0931353002457,200707
0931350005359,200719
0931314000067,200734
0931368006270,200738
0931369003519,200769
03053054001793,200773
0931339708125,200804
0931371102272,200806
0931370104485,200812
0931315000059,200823
0931367005913,200836
0931340005965,200839
09313120000247,200841
0931370110220,200844
0931369004079,200847
0931339708125,200875
0931370108601,200876
0931369003519,200889
0931320000267,200891
0931367005913,200897
0931350004661,200913
09313xxxx13000096,200932
0931313000104,200937
0931367006631,200939
0931369005002,200945
0931370104485,200957
0930612000059,200958
0432368007872,200961
0931370103072,200962
0931313000237,200964
0931370110220,200965
,200974
0931353001334,200976
0931313000136,200986
0931313000110,200989
0930568001828,200993
0931315000030,200995
0931312000013,201005
9313153001283,201017
0931315000059,201021
0931367006631,201031
09313xxxx13000252,201044
0931370108977,201048
0931369000149,201060
0931350004399,201071
0931370108601,201072
0931320000266,201077
2633768006608,201079
0931313000104,201080
0931313000262,201081
0931366004710,201094
0931369008266,201101
0931339108682,201103
0931370109577,201125
0931370107843,201126
0931353003241,201133
0931364001142,201136
09313xxxx13000096,201141
0931367003410,201142
0931369008980,201144
0931371100466,201148
9313153001283,201149
0931313000325,201166
0931339901589,201177
0931313000125,201181
5212650006238,201185
0931370109258,201206
0931315000030,201219
0931366005472,201220
0931311003484,201221
0931339901589,201222
0931366004710,201223
5301666006885,201260
0931366005472,201270
0930566007062,201273
0931370107843,201277
0931366001496,201280
0931370109577,201282
0931314000011,201292
0931312000018,201296
0931313000187,201307
0931313000007,201312
09313140000087,201348
9313153001283,201377
0931369008980,201378
0931313000255,201387
0931312000227,201399
9313153001283,201416
0931369010877,201418
0931313000153,201423
0931311003534,201424
0931366002886,201431
0931311003520,201432
0931370104282,201433
9313013000016,201436
0931370109808,201449
0913115000074,201454
0931367006631,201461
0931369002251,201464
0931312000023,201470
0931312000043,201474
0931311003437,201477
0931370105389,201484
0931368006641,201486
09313660006980,201487
0931369008986,201492
0931312000314,201498
0931368002234,201500
8006771102136,201507
0931367005737,201515
0931370102538,201527
0931313000281,201531
0931312000314,201532
0931368005433,201551
0931366005043,201555
0931366005043,201568
2041366001491,201570
0931366001492,201571
0930568001733,201576
0931311003520,201587
0931313000116,201588
0931368006641,201590
0931353002493,201593
0931313000153,201594
0931370107843,201598
0913115000074,201603
0931311003437,201607
9313013000016,201612
0931368002600,201614
0931364004363,201617
0931314000111,201626
0931369002816,201628
0931368006270,201630
0931350004915,201633
0931368005976,201638
0930366005118,201639
9313068005528,201641
0931368005695,201649
0931370105389,201654
0931339802042,201660
0931315000011,201666
0931339802039,201667
0931368005433,201670
0931313000107,201671
0931369008986,201681
0931314000098,201701
0931371102478,201702
0931314000101,201706
9313068005528,201709
0931368005976,201712
0931350006358,201714
0931311003440,201719
0931312000136,201725
0931368005695,201729
0930366005118,201731
0930570116002,201735
0931368002600,201742
0931368006641,201754
0913115000074,201756
0931366005837,201764
0931370102538,201772
9313013000016,201773
2041366001491,201775
0931366001492,201776
0931366001496,201777
0931339506963,201786
0931370109808,201790
0931311000006,201792
0931313000182,201799
0931365006003,201813
0931365002113,201814
0931339405634,201816
09313110003523,201817
0931367004101,201823
0931339701419,201825
0931371103216,201829
0931312000243,201831
0931312000108,201836
0931367005302,201844
09313660006980,201850
0931365002113,201860
0931354001988,201863
9313111003452,201878
0931371102478,201886
0931366005837,201889
0931368002600,201890
0931314000072,201894
0931313000280,201895
0931315000242,201896
0931365006003,201908
0931313000084,201916
09313120000027,201926
8006771102136,201942
09313140000087,201948
0931312000197,201959
0931371101967,201969
9313111003452,201987
0931350002707,201993
0931313000130,201994
0931339506963,202000
0931339701419,202015
0931369007348,202023
0931312000197,202040
0931312000097,202053
0931367006784,202060
0931370109454,202069
0931314000108,202101
0931350002707,202104
0931311003512,202122
0931312000329,202124
2719571101856,202128
0931370100055,202129
0931368002036,202147
0931312000066,202157
0931313000280,202164
0931370107681,202167
0931369006566,202203
0931311003512,202207
931366000615,202208
0931370100055,202229
09313068000480,202231
0931314000109,202237
0931314000114,202251
0931370100055,202256
0931339405634,202260
0931367003548,202268
0931368003280,202275
0931314000122,202289
0930612000059,202290
2719571101856,202293
0931312000066,202295
0931369010111,202302
0931312000136,202306
0931370103726,202312
9313103000002,202316
0931369006566,202327
0931339802042,202328
0931339802039,202329
0931315000011,202330
0931368005625,202334
0931339605394,202335
09313701004295,202337
0931350005946,202358
0931371101565,202370
2719571101856,202374
0931312000060,202381
0931350005946,202384
2719571101856,202392
0931369008871,202404
0931369007517,202408
9313039308744,202410
0931369008888,202414
0931313000168,202416
0931313000328,202417
0930514000120,202421
0931313000335,202423
0931370109809,202430
0931366003103,202432
0931312000232,202441
0931368003212,202442
0931314000168,202445
0931339500509,202448
0931368003280,202450
09313068000480,202462
0432339501861,202465
0931339500509,202468
0931339409189,202469
0931369001875,202471
0931313000046,202478
0931314000128,202490
09313120000247,202512
0931339500509,202519
0931312000068,202520
0931313000045,202526
0931340000134,202533
5623854000503,202569
0931313000222,202572
0931313000086,202580
0931313000052,202583
0931314000168,202592
0931313000335,202595
9313040003916,202601
0931371100349,202603
0931312000153,202605
0931315000242,202606
09313701004295,202608
0931368003280,202611
0931312000197,202612
0931368001121,202613
0931364000619,202616
0931314000030,202621
0931370108525,202632
0931368003551,202634
0931368003212,202648
0931369007517,202649
0432339501861,202656
0931339500509,202659
0931340000134,202660
9313050007359,202666
0931312000329,202674
0931313000086,202676
0931353005427,202682
0931368003281,202683
09313120000247,202686
0931313000204,202689
0931368001121,202693
0931369007517,202694
5623854000503,202697
0931370107672,202700
0931339804963,202716
0931314000168,202717
0931313000273,202720
0931354000096,202724
0931313000052,202735
0931341002418,202736
0931369008979,202738
0931339504678,202755
0931339605394,202761
0931312000153,202770
0931313000045,202771
0931370103726,202772
0931369006228,202782
0931311000149,202787
0931353008013,202792
0931313000314,202799
0931364000619,202800
0931365000818,202801
0931312000118,202812
0931313000113,202819
9313111003467,202846
0931370107672,202852
0931311003520,202860
0931368002225,202868
0931312000329,202869
0931353005427,202872
0931313000204,202878
0931367004436,202882
093137110054902,202887
0931371102760,202888
0931341000699,202890
0931354000096,202901
0931315000179,202909
0931369008146,202913
0931340001111,202928
0931369003168,202930
1137868002232,202943
0931369006257,202960
9313111003467,202969
0931369006228,202971
0931313000185,202973
0931315000030,202976
0931366002074,202978
0931340001111,202982
0931313000019,203003
0931369001478,203013
0931368001720,203014
0931368003280,203015
0931313000113,203017
0931339804963,203019
0931365000818,203032
0931366001463,203035
0931369006257,203043
0931370107672,203049
0931311003520,203051
0931368002225,203052
0931312000329,203057
0931313000207,203058
0931341000699,203059
0931312000329,203062
0931311000149,203064
0931313000146,203068
0931339935801,203077
0931340002783,203078
0931312000068,203082
0931367004436,203083
0931366004030,203086
9313050007359,203089
0931313000185,203094
0931339403377,203099
09313120000247,203115
93130500005258,203126
0931314000159,203130
0931354000096,203141
0931350005359,203152
0931313000113,203162
0931369010881,203172
0931370105678,203173
0931339703564,203179
0931369006257,203187
0931368004070,203204
0931313000045,203206
0931339935801,203209
0931369008982,203215
0931370103726,203218
0931312000114,203221
0931339403377,203229
0931369001478,203233
0931314000171,203234
0931314000170,203235
0931314000055,203236
0931314000037,203240
0931339700592,203244
9313014000164,203246
0931366005929,203250
9313011003532,203253
9313153001283,203261
0931313000114,203263
09313701004295,203274
0931311003453,203277
0931368002225,203278
0931368005681,203279
0931313000207,203295
0931366005169,203300
9305068001929,203318
0931369008146,203320
0931314000037,203321
0931313000114,203327
9313039604340,203330
0931320000361,203331
,203332
0931350005359,203338
0931366005929,203369
0931339409189,203371
0931314000022,203372
0931313000226,203376
0931311003513,203377
0931367005913,203381
0931313000146,203393
0931313000146,203394
0931366001463,203396
0931353001355,203407
0931368004070,203408
0931367005913,203414
0931314000176,203419
9313011003532,203420
93130140000173,203421
0931367005913,203428
0931368004070,203435
0931314000067,203440
0931350009486,203451
0931339409189,203458
0931311003513,203461
0931368006828,203466
0931368004070,203471
0931313000107,203472
0930568001733,203475
0931313000187,203476
0931312000018,203478
0931368001720,203481
09305500005116,203486
09313120000247,203490
0931370109258,203494
0931367002064,203523
0931339938026,203527
0931366004030,203532
9313014000164,203534
0931365005028,203551
0931339938026,203553
0931314000190,203554
0931314000255,203561
0931314000182,203572
9313068005528,203575
0931314000184,203576
0931368006270,203577
0931368005695,203580
0931368005695,203581
0931369005002,203585
0931368005695,203590
0931313000197,203595
0930366005118,203603
0931313000226,203604
0931314000189,203613
0931312000013,203614
0931370108805,203615
0931367001742,203625
0931341000760,203630
0931339409189,203633
0931311003532,203654
0931365005028,203669
0931312000232,203671
0931339902018,203674
0931912000334,203677
0931370109258,203678
0931369008980,203683
0931311003507,203686
9313153001283,203690
0931370109577,203719
0931368001720,203720
0931370108805,203722
0931314000016,203727
0931312000018,203739
0931370104485,203740
0931370109833,203741
0931312000141,203742
0931314000067,203744
0931311003532,203746
0931312000194,203748
0931369008884,203757
0931367001847,203758
0931339405634,203759
0931315000242,203760
0931314000194,203766
0931312000034,203769
9313012000214,203770
0931371102272,203781
09305500005116,203785
0931368003533,203789
0931368003533,203801
9313050006357,203806
0931369008980,203807
0931311003507,203814
9313068005528,203816
0931912000334,203828
9313020000229,203830
0931339708125,203835
0931370109577,203837
0931312000023,203842
0931371102272,203843
0931339902018,203845
0931312000141,203846
0931313000255,203851
0931368003533,203853
0931314000209,203856
0931350006339,203870
0931367001847,203873
0931312000197,203879
0931353004851,203882
0931340000601,203883
9313013000004,203888
0931339704336,203889
0931367006631,203900
0931341000760,203901
0931370104485,203908
0931369008871,203913
0931339503383,203920
0931313000328,203921
0931312000060,203923
0931367002064,203947
0931339902018,203951
0931313000229,203952
0931311003533,203964
0931313000107,203965
0931369008980,203977
0931339408745,203978
0931370101044,203993
0931312000023,204001
0931314000210,204004
0931370109808,204006
0931314000018,204010
0931350005195,204040
0931367003213,204041
9313111003452,204044
0931367006631,204053
0931314000159,204056
0931314000235,204060
0931371102760,204072
0931312000060,204079
0931339408745,204082
0931367000761,204084
0931312000194,204101
0931339309297,204104
091314000205,204108
2647969008511,204109
0931367001742,204116
0931367000754,204119
0931314000024,204139
0931353002493,204155
0931370101044,204164
0931314000255,204168
0931311003431,204181
0931315000086,204184
0931314000098,204186
0931313000301,204193
0931314000209,204197
0931341002364,204221
09313130000044,204223
0931367003020,204225
0931369005550,204229
0931339703561,204232
0931370109808,204261
0931350006358,204263
0931369008871,204267
0931371101720,204274
0931370105389,204287
0931339507016,204300
09313140000216,204306
0931314000024,204308
0931314000159,204312
0931313000229,204313
9313040003916,204316
0931368002234,204330
0931311003534,204333
0931312000043,204349
0931314000242,204354
0931350006358,204368
0931313000301,204375
0931370108601,204377
0931339101633,204393
0931367000761,204397
0931367000754,204398
0931367003020,204399
0931339703561,204404
0931353002493,204410
0931314000055,204411
0931350008853,204414
0931314000098,204415
0931368000157,204416
0931313000110,204427
0931314000046,204432
0931315000086,204439
0931339703561,204440
0931314000002,204462
09313140000001,204468
09313130000044,204475
0931314000218,204476
0931313000156,204482
0931320000267,204485
0931320000266,204486
2633768006608,204488
0931350006358,204497
0931367002959,204501
0931367001594,204505
0434669008895,204529
0931311003534,204533
0931370108601,204550
0931350000798,204553
0931314000213,204555
0931371101720,204556
0931367000193,204557
0931314000225,204558
09313140000216,204563
0931370105389,204565
0930366004780,204568
0931350005946,204570
0931313000206,204573
9313065004728,204577
0931341002364,204578
0931369008983,204585
0931314000227,204589
0931366004710,204591
0931369010877,204592
0931314000224,204596
0931313000301,204612
0931367000761,204623
930514000104,204630
0931368005625,204631
0931313000137,204639
0931371101720,204654
0931314000046,204658
0931314000129,204659
0930053002103,204661
0931366006900,204662
5304239304075,204663
0931314000227,204671
0931350005195,204676
0931339008253,204680
0931367001594,204686
0931367000193,204691
0931313000273,204692
0931368005625,204699
0931365002541,204700
0931350000798,204706
09313140000001,204711
0931314000002,204712
0931370105389,204714
0931353003241,204716
2633768006608,204717
93131030000098,204721
0931371101720,204724
0931371101720,204734
0931311003440,204737
0931371101565,204747
93131030000098,204748
0931369008888,204750
0931313000335,204752
9313103000002,204755
0931314000233,204756
0931367001594,204759
0931314000129,204760
0930568001733,204765
0931369010877,204769
0930053002103,204784
0931366006900,204785
0931313000335,204786
0931353003241,204789
0931369000149,204791
0931314000227,204792
0931313000273,204800
0931369010877,204806
0931314000058,204807
5212650006238,204813
0931313000164,204823
0931330005868,204833
0931313000255,204836
0931369010877,204842
0931369006566,204844
0931369010877,204856
0931314000236,204881
0931368002600,204896
0931312000091,204897
0931314000255,204898
0931314000240,204901
0931369000149,204931
0931314000243,204932
0931353005291,204934
0931366002067,204935
0931369000154,204936
0931340002783,204938
0931366006900,204948
0931214000246,204951
0931370104282,204960
0931371102478,204963
0931313000255,204967
0931369008266,204979
0931314000227,204992
0931312000088,204993
0931330005868,204998
0931313000164,205000
0931350002707,205004
0931366007742,205014
0931340000601,205027
0930568001733,205030
0931366007742,205033
0931314000030,205035
0931366002067,205037
0931369000149,205047
0931366004710,205054
0931368003564,205056
0931367001433,205065
0931314000058,205074
0931367005302,205077
,205086
09313140000044,205097
0931369008266,205101
0931313000307,205124
0931339704300,205137
0931370104282,205143
0931353005291,205147
0931371102478,205149
0931365006316,205156
0931313000041,205161
0931312000043,205167
0931314000016,205170
0931312000143,205172
0930366004780,205177
0931214000246,205182
0931313000237,205184
0931339701282,205189
0931366004710,205193
0931350002707,205194
0931350002707,205197
0931341002418,205205
0931369008979,205217
0931313000153,205220
0931366007059,205223
0931365004626,205231
0931313000334,205234
0931369006228,205248
0931369007517,205249
09313068000480,205253
0931369008979,205254
0931369008884,205256
0931365006316,205261
0931313000041,205262
0931312000256,205265
0931370109808,205269
0931368004070,205270
0931350008853,205275
0931370107843,205276
0931369008884,205278
9313111003467,205281
0931311003484,205294
0931320000361,205297
0931364003552,205301
0931314000015,205309
0931313000207,205310
0931369011277,205312
0931314000259,205319
0931353005427,205332
0931312000143,205335
0931312000256,205344
0931315000242,205348
09313068000480,205353
0931312000143,205355
0931313000204,205356
0931311003533,205357
0931314000271,205360
0931369005382,205375
0432339501861,205379
0931369003168,205380
0931339500509,205384
0931353001355,205392
9305068001929,205393
0931368003212,205396
0931339605394,205403
0931370107843,205404
0931364003905,205407
0931314000265,205411
0931311003512,205412
0931320000361,205420
0931350004724,205423
0931364000619,205425
0931366007059,205428
0931339704300,205430
0931364003552,205436
0931353005427,205441
0931341002418,205447
0931365004626,205450
0931368004070,205456
0931312000157,205459
0931366001467,205469
0931369003519,205471
0931312000136,205476
0931367005302,205488
0931314000194,205495
0931364004363,205503
0931311003484,205504
,205506
0931370104892,205510
0931314000015,205511
0931341001617,205516
0931312000194,205519
0931313000185,205523
0931370110220,205525
931314000268,205529
0931350009486,205531
0931314000101,205534
0931315000030,205547
0931313000265,205548
,205551
0931368003212,205557
0931365990015,205558
0931350004724,205559
0931314000271,205560
0931367005913,205568
0931366002880,205576
0931366002881,205582
09313xxxx13000096,205590
0931364000619,205605
0931369011277,205608
0432339501861,205619
0931339605394,205622
0931364003905,205630
0931313000106,205635
0931311003512,205647
0931369003168,205654
,205659
0931366004710,205665
0931314000101,205677
0931313000316,205679
0931371100350,205680
0931350004724,205682
