X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-76.999282159100005,38.907309764499999,29646,173914,CANCELLED,Restaurant,67000671,YOUNG HEE NAM,2013-02-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,2013-06-26T00:00:00.000Z,,2013-06-28T06:45:35.000Z,WASHINGTON,DC,423 MORSE STREET NE,38.907302,-76.99928,400062.46,137715.88,20002,149257,58031,58031,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
-76.974620200399997,38.898363965100003,29673,152054,EXPIRED,Gen Contr-Construction Mngr,410511001129,"THREE AND ONE CONTRACTORS, LLC",2011-08-01T00:00:00.000Z,2013-07-31T00:00:00.000Z,2013-10-08T00:00:00.000Z,2024259474,2013-10-10T06:47:13.000Z,WASHINGTON,DC,2025 BENNING ROAD NE,38.898357,-76.974618,402201.79,136723.13,20002,149068,57806,57806,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,NONE
-76.993013732899996,38.9004440211,29678,149040,CANCELLED,General Business Licenses,69008517,"MEN'S FASHION CENTER, INC.",2011-09-01T00:00:00.000Z,2013-08-31T00:00:00.000Z,2013-06-19T00:00:00.000Z,2023470300,2015-01-13T06:52:14.000Z,WASHINGTON,DC,918 H STREET NE,38.900437,-76.993011,400606.21,136953.75,20002,149098,57816,57816,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,NONE
-77.000837922200006,38.916167305199998,29710,149557,EXPIRED,General Business Licenses,69010619,JR SERVICES LLC,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2013-12-08T00:00:00.000Z,2022440600,2015-09-02T06:47:07.000Z,WASHINGTON,DC,1918 4TH STREET NE,38.91616,-77.000836,399927.53,138699.14,20002,149124,57839,57839,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.951568677099999,38.884159753600002,29725,157592,EXPIRED,Apartment,50000060,CIH PROPERTIES INC,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2013-12-08T00:00:00.000Z,9999999999,2015-09-02T06:46:58.000Z,WASHINGTON,DC,410 37TH STREET SE,38.884152,-76.951566,404202.25,135147.16,20019,149566,57865,57865,7,7A,7A05,SIXTH,603,32,NONE,NONE,NONE,NONE
-76.950540086700002,38.8838884404,29730,157596,EXPIRED,Apartment,50000070,CIH PROPERTIES INC,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2013-12-08T00:00:00.000Z,2023718090,2015-09-02T06:46:58.000Z,WASHINGTON,DC,411 37TH PLACE SE,38.883881,-76.950538,404291.51,135117.09,20019,149570,57869,57869,7,7A,7A05,SIXTH,603,32,NONE,NONE,NONE,NONE
-76.975654842200001,38.905429079800001,29775,157558,EXPIRED,Apartment,41005870,PAMELA R DEWEES,2011-11-01T00:00:00.000Z,2013-10-31T00:00:00.000Z,2013-12-08T00:00:00.000Z,00,2013-12-17T06:47:36.000Z,WASHINGTON,DC,1911 M STREET NE,38.905422,-76.975653,402111.83,137507.39,20002,149214,58283,58283,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,NONE
-76.993968378,38.839195642599996,28904,170684,EXPIRED,Patent Medicine,70109823,RAM SERVICES INC/RAM GROCERY STORE,2010-12-01T00:00:00.000Z,2012-11-30T00:00:00.000Z,2013-01-05T00:00:00.000Z,2025488000,2016-03-23T06:46:24.000Z,WASHINGTON,DC,3509 WHEELER ROAD SE,38.839188,-76.993966,400523.85,130154.72,20032,147495,56764,56764,8,8E,8E06,SEVENTH,705,39,NONE,NONE,NONE,NONE
-76.993968378,38.839195642599996,28905,151735,EXPIRED,Cigarette Retail,70109822,RAM SERVICES INC/ RAM GROCERY STORE,2010-12-01T00:00:00.000Z,2012-11-30T00:00:00.000Z,2013-01-05T00:00:00.000Z,2025488000,2015-09-02T06:47:08.000Z,WASHINGTON,DC,3509 WHEELER ROAD SE,38.839188,-76.993966,400523.85,130154.72,20032,147495,56764,56764,8,8E,8E06,SEVENTH,705,39,NONE,NONE,NONE,NONE
-76.995197575600002,38.927213757799997,29888,255911,CANCELLED,One Family Rental,500513001507,OMNIA PROPERTIES,2013-03-01T00:00:00.000Z,2015-02-28T00:00:00.000Z,2013-03-21T00:00:00.000Z,2022130407,2013-03-25T06:46:18.000Z,WASHINGTON,DC,721 HAMLIN STREET NE,38.927206,-76.995195,400416.62,139925.4,20017,149347,58156,58156,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.939581480699999,38.902620251400002,29902,255175,READY TO BATCH PRINT,Gasoline Dealer,301113000014,DRAKE INCORPORATED,2013-01-01T00:00:00.000Z,2014-12-31T00:00:00.000Z,2013-02-20T00:00:00.000Z,2025847837,2013-02-21T06:45:42.000Z,WASHINGTON,DC,4315 SHERIFF ROAD NE,38.902613,-76.939579,405240.94,137197.04,20019,149638,58173,58173,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
-76.965658594800004,38.924513612699997,29834,153746,CANCELLED,Home Improvement Contractor,69005269,HURRICANE CONSTRUCTION,2011-06-01T00:00:00.000Z,2013-05-31T00:00:00.000Z,2013-05-31T00:00:00.000Z,2025816779,2015-01-13T06:52:11.000Z,WASHINGTON,DC,2705 BLADENSBURG ROAD NE,38.924506,-76.965656,402978.08,139626.21,20018,149320,58092,58092,5,5B,5B09,FIFTH,503,24,NONE,NONE,NONE,NONE
-76.979882067600002,38.933314805099997,29861,145732,EXPIRED,General Business Licenses,400311005138,JAMES MBIDE,2011-06-01T00:00:00.000Z,2013-05-31T00:00:00.000Z,2013-07-06T00:00:00.000Z,,2013-07-08T06:48:05.000Z,WASHINGTON,DC,3502 18TH STREET NE,38.933307,-76.97988,401744.49,140602.85,20018,149338,58147,58147,5,5A,5A10,FIFTH,504,22,NONE,NONE,NONE,NONE
-76.9926322341,38.862759202399999,29486,174296,EXPIRED,Public School Cafeteria,69009190,"HOWARD ROAD ACADEMY PUBLIC CHARTER SCHOOL, INC.",2011-10-01T00:00:00.000Z,2013-09-30T00:00:00.000Z,2013-12-08T00:00:00.000Z,2026105780,2015-09-02T06:47:07.000Z,WASHINGTON,DC,2405 MARTIN LUTHER KING JR AVENUE SE,38.862752,-76.99263,400639.64,132770.45,20020,147816,56811,56811,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
