X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-77.030658160800002,38.904792594,56539,242613,CANCELLED,One Family Rental,68004933,1314 MASS AVE LLC,2010-08-01T00:00:00.000Z,2012-07-31T00:00:00.000Z,2012-08-22T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56540,242599,CANCELLED,One Family Rental,68004862,1314 MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-22T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56541,242598,CANCELLED,One Family Rental,68004861,1314 MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-19T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56542,242592,CANCELLED,One Family Rental,68004832,1314 MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-19T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56543,242591,CANCELLED,One Family Rental,68004831,1314 MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-19T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56545,242589,CANCELLED,One Family Rental,68004828,1314 MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-19T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56546,242588,CANCELLED,One Family Rental,68004827,1314 MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-17T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56547,242582,EXPIRED,One Family Rental,68004801,1314  MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-10-31T00:00:00.000Z,2023931748,2015-09-02T06:47:06.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.030658160800002,38.904792594,56548,242581,CANCELLED,One Family Rental,68004800,1314  MASS AVE LLC,2010-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,2012-08-19T00:00:00.000Z,2023931748,2015-01-13T06:52:03.000Z,WASHINGTON,DC,1314 MASSACHUSETTS AVENUE NW,38.904785,-77.030656,397340.97,137436.9,20005,240634,83649,83649,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.031591196299999,38.904002492899998,56579,211021,EXPIRED,Parking Facility,66000566,COLONIAL PARKING INC,2010-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,2012-03-09T00:00:00.000Z,2023931747,2012-05-15T09:49:26.000Z,WASHINGTON,DC,1101 14TH STREET NW,38.903995,-77.031589,397260.01,137349.22,20005,240637,83651,83651,2,2F,2F03,THIRD,307,8,NONE,NONE,NONE,DOWNTOWN BID
-77.044188566700001,38.907035212899999,58052,196673,EXPIRED,General Business Licenses,70102972,WTG PROPERTIES INC ,2010-04-01T00:00:00.000Z,2012-03-31T00:00:00.000Z,2012-05-06T00:00:00.000Z,2025371860,2012-05-15T09:48:28.000Z,WASHINGTON,DC,1920 N STREET NW,38.907028,-77.044186,396167.49,137686.33,20036,241068,83999,83999,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.043871059,38.906114498900003,58063,248372,EXPIRED,General Business Licenses,70108579,"MCKINSEY & COMPANY, INC. UNITED STATES",2010-10-01T00:00:00.000Z,2012-09-30T00:00:00.000Z,2012-07-31T00:00:00.000Z,8009279800,2015-09-02T06:47:08.000Z,WASHINGTON,DC,1200 19TH STREET NW,38.906107,-77.043869,396194.98,137584.11,20036,241069,84000,84000,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.043871059,38.906114498900003,58064,248371,EXPIRED,General Business Licenses,70108578,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",2010-10-01T00:00:00.000Z,2012-09-30T00:00:00.000Z,2012-07-31T00:00:00.000Z,8009279800,2015-01-13T06:52:25.000Z,WASHINGTON,DC,1200 19TH STREET NW,38.906107,-77.043869,396194.98,137584.11,20036,241069,84000,84000,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.043871059,38.906114498900003,58067,244291,EXPIRED,Restaurant,64003236,LARRY WORK,2010-06-01T00:00:00.000Z,2012-05-31T00:00:00.000Z,2012-07-15T00:00:00.000Z,2022969696,2015-09-02T06:47:02.000Z,WASHINGTON,DC,1200 19TH STREET NW,38.906107,-77.043869,396194.98,137584.11,20036,241069,84000,84000,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.043871059,38.906114498900003,58068,244338,EXPIRED,Restaurant,68003691,ORGANIC TO GO INC,2010-06-01T00:00:00.000Z,2012-05-31T00:00:00.000Z,2012-07-15T00:00:00.000Z,8664035272,2016-03-23T06:46:23.000Z,WASHINGTON,DC,1200 19TH STREET NW,38.906107,-77.043869,396194.98,137584.11,20036,241069,84000,84000,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.029108148899994,38.8995676929,57331,237551,EXPIRED,Restaurant,67006915,SKYLINE CAFE,2009-12-01T00:00:00.000Z,2011-11-30T00:00:00.000Z,2012-03-09T00:00:00.000Z,2022965100,2012-05-15T09:51:14.000Z,WASHINGTON,DC,1250 H STREET NW,38.89956,-77.029106,397475.23,136856.85,20005,240931,83882,83882,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.029108148899994,38.8995676929,57336,233687,EXPIRED,Delicatessen,68000201,COFFEE EXPRESS,2010-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,2012-03-09T00:00:00.000Z,2025461639,2012-05-15T09:50:58.000Z,WASHINGTON,DC,1250 H STREET NW,38.89956,-77.029106,397475.23,136856.85,20005,240931,83882,83882,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.043871059,38.906114498900003,58069,238038,EXPIRED,Cigarette Retail,64003237,S & H RESTAURANT COMPANY,2010-05-01T00:00:00.000Z,2012-04-30T00:00:00.000Z,2012-06-04T00:00:00.000Z,2022969696,2015-09-02T06:47:02.000Z,WASHINGTON,DC,1200 19TH STREET NW,38.906107,-77.043869,396194.98,137584.11,20036,241069,84000,84000,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.044518024699997,38.905476733100002,58107,238621,EXPIRED,Restaurant,39301683,"CHU CHU FA, INC.",2010-05-01T00:00:00.000Z,2012-04-30T00:00:00.000Z,2012-06-04T00:00:00.000Z,2024570466,2016-03-23T06:46:18.000Z,WASHINGTON,DC,1990 M STREET NW,38.905469,-77.044516,396138.83,137513.34,20036,241073,84004,84004,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.044518024699997,38.905476733100002,58115,201474,EXPIRED,Parking Facility Attendant,65006875,"CENTRAL PARKING SYSTEM OF VIRGINIA, INC.",2009-12-01T00:00:00.000Z,2011-11-30T00:00:00.000Z,2012-03-09T00:00:00.000Z,2029999999,2012-05-15T09:48:48.000Z,WASHINGTON,DC,1990 M STREET NW,38.905469,-77.044516,396138.83,137513.34,20036,241073,84004,84004,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.044518024699997,38.905476733100002,58118,176066,CANCELLED,General Business Licenses,69004782,BERRY & BERRY PLLC,2009-06-01T00:00:00.000Z,2011-05-31T00:00:00.000Z,2012-05-08T00:00:00.000Z,2024083121,2012-05-15T09:47:01.000Z,WASHINGTON,DC,1990 M STREET NW,38.905469,-77.044516,396138.83,137513.34,20036,241073,84004,84004,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.044518024699997,38.905476733100002,58126,147037,CANCELLED,General Business Licenses,69000666,"CAVANAUGH, HAGAN, PIERSON & MINTZ INC",2011-02-01T00:00:00.000Z,2013-01-31T00:00:00.000Z,2012-12-19T00:00:00.000Z,2023318925,2015-01-13T06:52:06.000Z,WASHINGTON,DC,1990 M STREET NW,38.905469,-77.044516,396138.83,137513.34,20036,241073,84004,84004,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.043859724300006,38.904555787900001,58131,244316,CANCELLED,Restaurant,66005251,M & W LLC,2010-08-01T00:00:00.000Z,2012-07-31T00:00:00.000Z,2012-07-11T00:00:00.000Z,2022531123,2015-01-13T06:51:51.000Z,WASHINGTON,DC,1120 19TH STREET NW,38.904548,-77.043857,396195.88,137411.08,20036,241074,84005,84005,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.039713471699997,38.917209579400001,58155,160034,CANCELLED,Apartment,66007128,KENNETH H NUSS,2010-11-01T00:00:00.000Z,2012-10-31T00:00:00.000Z,2012-09-27T00:00:00.000Z,2025303300,2012-10-01T06:47:32.000Z,WASHINGTON,DC,1735 U STREET NW,38.917202,-77.039711,396556.13,138815.59,20009,241352,84025,84025,1,1C,1C08,THIRD,301,6,NONE,NONE,NONE,NONE
-77.029262842799994,38.8978485883,57392,196272,EXPIRED,General Business Licenses,70101996,830 FIRST STREET LLC,2010-03-01T00:00:00.000Z,2012-02-29T00:00:00.000Z,2012-05-06T00:00:00.000Z,9164411001,2012-05-15T09:48:26.000Z,WASHINGTON,DC,601 13TH STREET NW,38.897841,-77.029261,397461.75,136666.02,20005,240933,83884,83884,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.029262842799994,38.8978485883,57401,175841,CANCELLED,General Business Licenses,70100571,700 6TH AOF VENTURE LLC,2010-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,2012-03-29T00:00:00.000Z,2025723100,2012-05-15T09:47:00.000Z,WASHINGTON,DC,601 13TH STREET NW,38.897841,-77.029261,397461.75,136666.02,20005,240933,83884,83884,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.044310322699999,38.900920926,58189,178240,CANCELLED,Parking Facility,66001072,"COLONIAL PARKING, INC.",2010-02-01T00:00:00.000Z,2012-01-31T00:00:00.000Z,2012-01-26T00:00:00.000Z,2025723100,2012-05-15T09:47:10.000Z,WASHINGTON,DC,1919 PENNSYLVANIA AVENUE NW,38.900913,-77.044308,396156.6,137007.6,20006,241082,84030,84030,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.039672291800002,38.9161474207,58216,196257,EXPIRED,General Business Licenses,70101620,EIGHTY2DEGREES LLC,2010-03-01T00:00:00.000Z,2012-02-29T00:00:00.000Z,2012-05-06T00:00:00.000Z,2022774456,2012-05-15T09:48:26.000Z,WASHINGTON,DC,1730 WILLARD STREET NW,38.91614,-77.03967,396559.65,138697.68,20009,241419,84363,84363,2,2B,2B08,THIRD,301,6,NONE,NONE,NONE,NONE
-77.030508174399998,38.914508673900002,56976,143229,EXPIRED,Pesticide Public Operator,70109213,DEPARTMENT OF PARKS & RECREATION,2010-11-01T00:00:00.000Z,2012-10-31T00:00:00.000Z,2012-12-03T00:00:00.000Z,,2015-01-13T06:52:26.000Z,WASHINGTON,DC,1325 S STREET NW,38.914501,-77.030506,397354.34,138515.46,20009,240485,83779,83779,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-77.030508174399998,38.914508673900002,56977,143559,EXPIRED,Pesticide Public Applicator,70109214,DEPARTMENT OF PARKS & RECREATION,2010-11-01T00:00:00.000Z,2012-10-31T00:00:00.000Z,2012-12-03T00:00:00.000Z,,2015-01-13T06:52:26.000Z,WASHINGTON,DC,1325 S STREET NW,38.914501,-77.030506,397354.34,138515.46,20009,240485,83779,83779,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-77.031735553199994,38.915438908100001,56984,237753,EXPIRED,Restaurant,70102103,CAFE SAINT-EX,2010-03-01T00:00:00.000Z,2012-02-29T00:00:00.000Z,2012-05-06T00:00:00.000Z,2026867600,2012-05-15T09:51:15.000Z,WASHINGTON,DC,1847 14TH STREET NW,38.915431,-77.031733,397247.93,138618.76,20009,240488,83782,83782,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-77.031735553199994,38.915438908100001,56986,196286,EXPIRED,General Business Licenses,70102114,MIDCITY CITY BUISNESS ASSOCIATION,2010-03-01T00:00:00.000Z,2012-02-29T00:00:00.000Z,2012-05-06T00:00:00.000Z,2022460343,2012-05-15T09:48:27.000Z,WASHINGTON,DC,1847 14TH STREET NW,38.915431,-77.031733,397247.93,138618.76,20009,240488,83782,83782,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-77.030350416100006,38.912022143199998,56995,243330,EXPIRED,One Family Rental,70107491,ROBIN FIELDS,2010-09-01T00:00:00.000Z,2012-08-31T00:00:00.000Z,2012-10-31T00:00:00.000Z,2023167521,2012-11-02T06:49:11.000Z,WASHINGTON,DC,1315 CORCORAN STREET NW,38.912015,-77.030348,397367.93,138239.43,20009,240554,83848,83848,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
-77.028523257800003,38.8976646403,57428,211064,EXPIRED,Parking Facility,68000483,"MARCPARC, INC.",2010-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,2012-03-09T00:00:00.000Z,2024642900,2012-05-15T09:49:26.000Z,WASHINGTON,DC,1201 F STREET NW,38.897657,-77.028521,397525.9,136645.58,20004,240934,83885,83885,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.042630782,38.911763011300003,58360,162978,EXPIRED,One Family Rental,64004099,SAM CLYBURN,2010-11-01T00:00:00.000Z,2012-10-31T00:00:00.000Z,2012-12-03T00:00:00.000Z,,2012-12-04T06:48:03.000Z,WASHINGTON,DC,1824 CORCORAN STREET NW,38.911756,-77.042628,396302.85,138211.09,20009,241234,84497,84497,2,2B,2B03,SECOND,208,6,NONE,NONE,NONE,NONE
